Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0030178~negative regulation of Wnt signaling pathway	7	1.3358778625954197	8.866122027860019E-4	27122, 147111, 84133, 388630, 27121, 2254, 51339	366	52	16792	6.176124422026061	0.8557681138064221	0.16140740000958376	1.5288286730015366
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	14	2.6717557251908395	0.001236587090104806	51378, 7857, 1284, 2254, 1950, 7042, 8817, 8828, 6303, 8829, 8325, 1490, 221981, 79625	366	223	16792	2.880345021931437	0.9328710618906499	0.20155964064235854	2.126221836986064
GOTERM_BP_DIRECT	GO:0060021~palate development	8	1.5267175572519083	0.0013068033984065166	7042, 7291, 91461, 7049, 2737, 7481, 6926, 3624	366	76	16792	4.829450675870003	0.9424221559458371	0.1971488557089044	2.245666161664539
GOTERM_BP_DIRECT	GO:0001568~blood vessel development	6	1.1450381679389312	0.0013137861147425563	64220, 3910, 1045, 196, 8613, 6926	366	38	16792	7.244176013805005	0.9432943091895989	0.185345741964263	2.257536884036926
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	22	4.198473282442748	0.001374969070076586	3037, 860, 3595, 5744, 5087, 6659, 3084, 7292, 2254, 1045, 218, 1950, 1906, 7042, 25805, 2248, 8817, 1803, 80139, 1490, 552, 6926	366	466	16792	2.1659982644996365	0.9503929787495062	0.1814669682331912	2.361490739462968
GOTERM_BP_DIRECT	GO:1900625~positive regulation of monocyte aggregation	3	0.5725190839694656	0.0013932573144171104	3037, 960, 8013	366	3	16792	45.87978142076503	0.9523370765772009	0.17322698689410432	2.39254343361498
GOTERM_BP_DIRECT	GO:0030326~embryonic limb morphogenesis	6	1.1450381679389312	0.0016622856032432035	7042, 5087, 2254, 5727, 6910, 2201	366	40	16792	6.881967213114755	0.9735312065085938	0.19235658656926546	2.8482683779673668
GOTERM_BP_DIRECT	GO:0050710~negative regulation of cytokine secretion	4	0.7633587786259541	0.001936605665632061	28984, 91662, 2615, 7292	366	12	16792	15.293260473588342	0.98547245923265	0.20950421009573117	3.3108921017005133
GOTERM_BP_DIRECT	GO:0030195~negative regulation of blood coagulation	4	0.7633587786259541	0.001936605665632061	7103, 5624, 1906, 7056	366	12	16792	15.293260473588342	0.98547245923265	0.20950421009573117	3.3108921017005133
GOTERM_BP_DIRECT	GO:0060395~SMAD protein signal transduction	7	1.3358778625954197	0.0022328855063058354	7042, 84913, 9518, 652, 3625, 653, 3624	366	62	16792	5.179975321699277	0.9924017639025782	0.22650311763271824	3.808217180744655
GOTERM_BP_DIRECT	GO:0007507~heart development	12	2.2900763358778624	0.0022502795574457987	7042, 2697, 4633, 8828, 64220, 6659, 775, 5468, 2737, 6910, 1906, 6678	366	183	16792	3.0085102570993465	0.9926854932121182	0.21799549968678522	3.837339183464472
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	12	2.2900763358778624	0.0023523630341750635	3037, 81029, 80139, 1230, 652, 7803, 9723, 10512, 57214, 7481, 1906, 5328	366	184	16792	2.9921596578759804	0.994149674216249	0.21715597621838312	4.008085108581172
GOTERM_BP_DIRECT	GO:0009611~response to wounding	7	1.3358778625954197	0.002423646175282438	7042, 7538, 8829, 1490, 7450, 1230, 6507	366	63	16792	5.097753491196114	0.9949946178545162	0.21398838184167301	4.127144600345744
GOTERM_BP_DIRECT	GO:0003215~cardiac right ventricle morphogenesis	4	0.7633587786259541	0.0024772650478525255	7042, 6659, 652, 10512	366	13	16792	14.116855821773854	0.9955487888248304	0.20975833895759288	4.216608912236685
GOTERM_BP_DIRECT	GO:0061029~eyelid development in camera-type eye	4	0.7633587786259541	0.0024772650478525255	7291, 64220, 57822, 3624	366	13	16792	14.116855821773854	0.9955487888248304	0.20975833895759288	4.216608912236685
GOTERM_BP_DIRECT	GO:0042476~odontogenesis	5	0.9541984732824428	0.0025944744137803696	7042, 7291, 8313, 652, 3624	366	27	16792	8.49625581866019	0.9965559169880952	0.2104528556556906	4.411901514395877
GOTERM_BP_DIRECT	GO:0016055~Wnt signaling pathway	12	2.2900763358778624	0.002662424761813616	27122, 81029, 147111, 388630, 8313, 27121, 100133941, 51339, 374946, 284654, 7481, 85407	366	187	16792	2.9441570965196813	0.9970318728650456	0.20768240580366593	4.524947532708612
GOTERM_BP_DIRECT	GO:0010862~positive regulation of pathway-restricted SMAD protein phosphorylation	6	1.1450381679389312	0.003755269912514693	7042, 9518, 652, 3625, 653, 3624	366	48	16792	5.7349726775956285	0.9997289440369856	0.2708616179431773	6.325847419973584
GOTERM_BP_DIRECT	GO:0046854~phosphatidylinositol phosphorylation	8	1.5267175572519083	0.004393017656144302	22979, 2248, 8817, 930, 3084, 2254, 1950, 3932	366	94	16792	3.904662248575747	0.9999330178146799	0.29950361166844497	7.361949244186883
GOTERM_BP_DIRECT	GO:0048286~lung alveolus development	5	0.9541984732824428	0.006085622356325179	26154, 54206, 91461, 64220, 652	366	34	16792	6.747026679524268	0.9999983676695512	0.37868108617504237	10.059678947940288
GOTERM_BP_DIRECT	GO:0030509~BMP signaling pathway	7	1.3358778625954197	0.006167334589402225	860, 170261, 7049, 652, 8287, 4092, 653	366	76	16792	4.225769341386252	0.9999986358502405	0.37229749209732044	10.188022487825087
GOTERM_BP_DIRECT	GO:0030324~lung development	7	1.3358778625954197	0.006167334589402225	8817, 64220, 1490, 2737, 6910, 1116, 6678	366	76	16792	4.225769341386252	0.9999986358502405	0.37229749209732044	10.188022487825087
GOTERM_BP_DIRECT	GO:0060363~cranial suture morphogenesis	3	0.5725190839694656	0.0066704309934924	7291, 652, 4488	366	6	16792	22.939890710382514	0.999999548338949	0.3855398045095233	10.97442967851302
GOTERM_BP_DIRECT	GO:0046321~positive regulation of fatty acid oxidation	3	0.5725190839694656	0.0066704309934924	114898, 5468, 8013	366	6	16792	22.939890710382514	0.999999548338949	0.3855398045095233	10.97442967851302
GOTERM_BP_DIRECT	GO:0014066~regulation of phosphatidylinositol 3-kinase signaling	7	1.3358778625954197	0.006989869648605788	2248, 8817, 930, 3084, 2254, 1950, 3932	366	78	16792	4.117416281350708	0.9999997761890401	0.3897889840792458	11.470381922033134
GOTERM_BP_DIRECT	GO:0001649~osteoblast differentiation	8	1.5267175572519083	0.00759157731021057	2697, 860, 7291, 2254, 652, 249, 7481, 4488	366	104	16792	3.5292139554434634	0.999999940401703	0.40539842148733896	12.39751411595098
GOTERM_BP_DIRECT	GO:0032332~positive regulation of chondrocyte differentiation	4	0.7633587786259541	0.0076211703607567	860, 8817, 91461, 2737	366	19	16792	9.658901351740006	0.9999999441577797	0.3971476055216798	12.442875198117864
GOTERM_BP_DIRECT	GO:0030325~adrenal gland development	4	0.7633587786259541	0.0076211703607567	27122, 64220, 5087, 7481	366	19	16792	9.658901351740006	0.9999999441577797	0.3971476055216798	12.442875198117864
GOTERM_BP_DIRECT	GO:0071346~cellular response to interferon-gamma	6	1.1450381679389312	0.007838298112753926	3113, 3965, 6364, 4843, 6367, 1906	366	57	16792	4.829450675870003	0.9999999653655802	0.39664382444910007	12.775018487031764
GOTERM_BP_DIRECT	GO:0042060~wound healing	7	1.3358778625954197	0.007889025043991204	7042, 81029, 6364, 3084, 2737, 57822, 6678	366	80	16792	4.01448087431694	0.9999999690233595	0.38981978261515915	12.852444869071288
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	17	3.2442748091603053	0.008885270762059111	134, 84632, 7857, 5732, 9252, 837, 1230, 7133, 57834, 1116, 4973, 3965, 6364, 6367, 10164, 11343, 4069	366	379	16792	2.0579321481609645	0.9999999965442686	0.4179511389853001	14.359987161432276
GOTERM_BP_DIRECT	GO:0051216~cartilage development	6	1.1450381679389312	0.009049066112601794	3696, 3232, 960, 1116, 1906, 653	366	59	16792	4.66574048346763	0.9999999975909475	0.4151063236872814	14.605481063481939
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	10	1.9083969465648856	0.00976757517954389	57402, 3965, 3595, 5732, 26191, 10225, 249, 1906, 6678, 7056	366	164	16792	2.7975476476076233	0.9999999995054807	0.4310028561929119	15.674556753374503
GOTERM_BP_DIRECT	GO:0048844~artery morphogenesis	4	0.7633587786259541	0.010130786871475492	8829, 64220, 7481, 4092	366	21	16792	8.739005984907624	0.9999999997779889	0.43444982085262507	16.210170498367138
GOTERM_BP_DIRECT	GO:0010629~negative regulation of gene expression	9	1.717557251908397	0.010202780525809484	7042, 2697, 3965, 26191, 4843, 3696, 1490, 1230, 5071	366	137	16792	3.0140002393203305	0.999999999810583	0.42860626681786196	16.315955203621833
GOTERM_BP_DIRECT	GO:0016525~negative regulation of angiogenesis	6	1.1450381679389312	0.011097957704450986	28984, 51378, 1284, 9723, 5797, 6678	366	62	16792	4.439978847170809	0.9999999999737217	0.44799706958886887	17.620825739660162
GOTERM_BP_DIRECT	GO:0060045~positive regulation of cardiac muscle cell proliferation	4	0.7633587786259541	0.01154439185240412	3084, 2254, 7049, 6910	366	22	16792	8.341778440139096	0.9999999999901937	0.45311892308958845	18.264389142028282
GOTERM_BP_DIRECT	GO:0043408~regulation of MAPK cascade	5	0.9541984732824428	0.01180368121726771	100133941, 9518, 3625, 653, 3624	366	41	16792	5.595095295215247	0.9999999999944693	0.45272694452304996	18.635993132635708
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	19	3.6259541984732824	0.011896357454042822	8581, 100133941, 10225, 7450, 1230, 10580, 960, 9235, 320, 4973, 3687, 8828, 6695, 56135, 3696, 1490, 3910, 10164, 4608	366	459	16792	1.899163065347572	0.9999999999954933	0.4477532878462731	18.768426627504077
GOTERM_BP_DIRECT	GO:0001658~branching involved in ureteric bud morphogenesis	5	0.9541984732824428	0.012827834932866503	8642, 5087, 652, 2737, 5727	366	42	16792	5.461878740567265	0.9999999999994249	0.46544375447405895	20.088265395373917
GOTERM_BP_DIRECT	GO:0007160~cell-matrix adhesion	7	1.3358778625954197	0.013664097893883643	3672, 3696, 1490, 10225, 10580, 3232, 960	366	90	16792	3.56842744383728	0.9999999999999096	0.47947719577408776	21.255950449000792
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	6	1.1450381679389312	0.014292716865243709	7042, 6364, 3672, 5144, 6367, 1906	366	66	16792	4.170889220069548	0.9999999999999776	0.4875954839744372	22.12309237479141
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	33	6.297709923664121	0.014461830724669	7291, 5087, 4774, 3084, 6659, 196, 27063, 8204, 57822, 8013, 3624, 6928, 201501, 8325, 1052, 4212, 80763, 4092, 84441, 9252, 2908, 652, 136259, 5071, 5468, 2737, 1906, 653, 169792, 28984, 55534, 6910, 2001	366	981	16792	1.5433565615547868	0.9999999999999846	0.4844465139106958	22.35483391327071
GOTERM_BP_DIRECT	GO:0007179~transforming growth factor beta receptor signaling pathway	7	1.3358778625954197	0.015099936281482118	25805, 7042, 4053, 9518, 7049, 8287, 4092	366	92	16792	3.4908529341886436	0.9999999999999962	0.49229173614172017	23.223408858390016
GOTERM_BP_DIRECT	GO:0009653~anatomical structure morphogenesis	7	1.3358778625954197	0.015099936281482118	27122, 2248, 8817, 25794, 2070, 6322, 3886	366	92	16792	3.4908529341886436	0.9999999999999962	0.49229173614172017	23.223408858390016
GOTERM_BP_DIRECT	GO:0008015~blood circulation	5	0.9541984732824428	0.016233991989878883	4973, 10021, 710, 552, 3363	366	45	16792	5.097753491196114	0.9999999999999997	0.5106083820167882	24.744505519703765
GOTERM_BP_DIRECT	GO:0055010~ventricular cardiac muscle tissue morphogenesis	4	0.7633587786259541	0.016436254289676017	4633, 7049, 7134, 4092	366	25	16792	7.340765027322404	0.9999999999999998	0.5080518891784246	25.012795447660107
GOTERM_BP_DIRECT	GO:0030308~negative regulation of cell growth	8	1.5267175572519083	0.016554796011047188	7042, 2697, 4633, 7216, 2100, 5468, 7481, 3624	366	121	16792	3.0333739782323983	0.9999999999999999	0.5038118108850711	25.169615361532173
GOTERM_BP_DIRECT	GO:0050900~leukocyte migration	8	1.5267175572519083	0.017246592348311038	4973, 3687, 51378, 23428, 5624, 960, 3932, 7056	366	122	16792	3.008510257099346	1.0	0.5115711156794661	26.07865158669318
GOTERM_BP_DIRECT	GO:0032729~positive regulation of interferon-gamma production	5	0.9541984732824428	0.017483495510770886	3113, 3115, 3595, 7292, 5144	366	46	16792	4.986932763126633	1.0	0.5098471591919334	26.387548252662462
GOTERM_BP_DIRECT	GO:0003151~outflow tract morphogenesis	5	0.9541984732824428	0.017483495510770886	7049, 652, 10512, 7481, 6926	366	46	16792	4.986932763126633	1.0	0.5098471591919334	26.387548252662462
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	20	3.816793893129771	0.017804855070733844	84632, 860, 84913, 6659, 652, 1045, 2100, 196, 5468, 1950, 5727, 7481, 2737, 8204, 3624, 6928, 25805, 4066, 6910, 6926	366	515	16792	1.7817390843015546	1.0	0.5098568740231653	26.80462322101418
GOTERM_BP_DIRECT	GO:0071456~cellular response to hypoxia	7	1.3358778625954197	0.01827921701795313	28984, 7291, 51378, 4352, 1906, 27063, 79625	366	96	16792	3.34540072859745	1.0	0.512836782625226	27.416203630215218
GOTERM_BP_DIRECT	GO:0051930~regulation of sensory perception of pain	4	0.7633587786259541	0.01828687295070513	134, 80763, 1906, 11343	366	26	16792	7.058427910886927	1.0	0.5067987433641292	27.426034586307814
GOTERM_BP_DIRECT	GO:0001958~endochondral ossification	4	0.7633587786259541	0.01828687295070513	860, 8817, 652, 249	366	26	16792	7.058427910886927	1.0	0.5067987433641292	27.426034586307814
GOTERM_BP_DIRECT	GO:0045600~positive regulation of fat cell differentiation	5	0.9541984732824428	0.018791358406620023	81029, 201501, 7538, 83643, 5468	366	47	16792	4.880827810719683	1.0	0.510317253547165	28.071083966473186
GOTERM_BP_DIRECT	GO:0045616~regulation of keratinocyte differentiation	3	0.5725190839694656	0.018893197733825494	54206, 7538, 8689	366	10	16792	13.76393442622951	1.0	0.5062551126988377	28.200641438638762
GOTERM_BP_DIRECT	GO:0003184~pulmonary valve morphogenesis	3	0.5725190839694656	0.018893197733825494	7042, 64220, 652	366	10	16792	13.76393442622951	1.0	0.5062551126988377	28.200641438638762
GOTERM_BP_DIRECT	GO:0071347~cellular response to interleukin-1	6	1.1450381679389312	0.019085794026359675	3037, 6364, 6367, 1116, 1906, 27063	366	71	16792	3.8771646271069042	1.0	0.5039690631777021	28.445056661506573
GOTERM_BP_DIRECT	GO:0060333~interferon-gamma-mediated signaling pathway	6	1.1450381679389312	0.019085794026359675	3113, 10475, 3115, 2634, 8638, 960	366	71	16792	3.8771646271069042	1.0	0.5039690631777021	28.445056661506573
GOTERM_BP_DIRECT	GO:0010468~regulation of gene expression	7	1.3358778625954197	0.021888947383814958	1021, 5744, 196, 320, 8653, 321, 7404	366	100	16792	3.2115846994535517	1.0	0.5470790437747366	31.914833681643263
GOTERM_BP_DIRECT	GO:0035116~embryonic hindlimb morphogenesis	4	0.7633587786259541	0.022321153205835737	7291, 652, 6926, 4488	366	28	16792	6.554254488680718	1.0	0.5483395869355565	32.43549905043097
GOTERM_BP_DIRECT	GO:0040007~growth	4	0.7633587786259541	0.022321153205835737	652, 3625, 653, 3624	366	28	16792	6.554254488680718	1.0	0.5483395869355565	32.43549905043097
GOTERM_BP_DIRECT	GO:0007389~pattern specification process	4	0.7633587786259541	0.022321153205835737	8642, 6910, 57822, 653	366	28	16792	6.554254488680718	1.0	0.5483395869355565	32.43549905043097
GOTERM_BP_DIRECT	GO:0003323~type B pancreatic cell development	3	0.5725190839694656	0.02276365900143719	1021, 652, 653	366	11	16792	12.512667660208646	1.0	0.5497242970801168	32.96468335522415
GOTERM_BP_DIRECT	GO:0035108~limb morphogenesis	3	0.5725190839694656	0.02276365900143719	91461, 2737, 5727	366	11	16792	12.512667660208646	1.0	0.5497242970801168	32.96468335522415
GOTERM_BP_DIRECT	GO:0019722~calcium-mediated signaling	5	0.9541984732824428	0.02461945267027756	10231, 83988, 11251, 552, 1906	366	51	16792	4.4980177863495125	1.0	0.5726979531242679	35.14174453434661
GOTERM_BP_DIRECT	GO:0030217~T cell differentiation	4	0.7633587786259541	0.02680021191376467	860, 6659, 26191, 3932	366	30	16792	6.117304189435337	1.0	0.5984229372581744	37.61485676016885
GOTERM_BP_DIRECT	GO:0007171~activation of transmembrane receptor protein tyrosine kinase activity	3	0.5725190839694656	0.02692906966902099	51378, 3084, 1950	366	12	16792	11.469945355191257	1.0	0.5946125414692012	37.758172151340396
GOTERM_BP_DIRECT	GO:0035413~positive regulation of catenin import into nucleus	3	0.5725190839694656	0.02692906966902099	25805, 51339, 1950	366	12	16792	11.469945355191257	1.0	0.5946125414692012	37.758172151340396
GOTERM_BP_DIRECT	GO:0001764~neuron migration	7	1.3358778625954197	0.027040297767051188	9201, 9856, 2697, 7291, 6695, 8829, 79625	366	105	16792	3.0586520947176683	1.0	0.5906399666010953	37.881630303107514
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	10	1.9083969465648856	0.027787411893331282	3687, 3672, 1284, 3696, 7450, 3910, 960, 6678, 2201, 79625	366	196	16792	2.340805174528828	1.0	0.5953311205337064	38.704931177171474
GOTERM_BP_DIRECT	GO:0048015~phosphatidylinositol-mediated signaling	7	1.3358778625954197	0.02815892788372453	2248, 8817, 930, 3084, 2254, 1950, 3932	366	106	16792	3.0297968862769356	1.0	0.5949184585965199	39.110493617472684
GOTERM_BP_DIRECT	GO:0030073~insulin secretion	4	0.7633587786259541	0.029206129332968102	6928, 387597, 7425, 3557	366	31	16792	5.919971796227745	1.0	0.6032224422769825	40.24009513742737
GOTERM_BP_DIRECT	GO:0001503~ossification	6	1.1450381679389312	0.030148113819241203	860, 7291, 1490, 50617, 6678, 653	366	80	16792	3.4409836065573773	1.0	0.6098439770463975	41.23930050081926
GOTERM_BP_DIRECT	GO:0060644~mammary gland epithelial cell differentiation	3	0.5725190839694656	0.031374852328355386	80139, 5727, 2001	366	13	16792	10.58764186633039	1.0	0.6195919213115433	42.51696588538446
GOTERM_BP_DIRECT	GO:0060389~pathway-restricted SMAD protein phosphorylation	3	0.5725190839694656	0.031374852328355386	7042, 7049, 4092	366	13	16792	10.58764186633039	1.0	0.6195919213115433	42.51696588538446
GOTERM_BP_DIRECT	GO:0060548~negative regulation of cell death	5	0.9541984732824428	0.03142677513351145	6659, 1490, 652, 5071, 7481	366	55	16792	4.170889220069548	1.0	0.6151393200753621	42.57046236898632
GOTERM_BP_DIRECT	GO:0003007~heart morphogenesis	4	0.7633587786259541	0.03172242605409617	7042, 4633, 7049, 5727	366	32	16792	5.7349726775956285	1.0	0.6136363461322898	42.87418078633327
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	7	1.3358778625954197	0.0329372209154436	3037, 6364, 7538, 6367, 1116, 1906, 27063	366	110	16792	2.919622454048684	1.0	0.622745980116127	44.10630797470486
GOTERM_BP_DIRECT	GO:0050680~negative regulation of epithelial cell proliferation	5	0.9541984732824428	0.03328442569502378	7042, 1021, 7049, 652, 5727	366	56	16792	4.096409055425449	1.0	0.6217970233216122	44.45383757813954
GOTERM_BP_DIRECT	GO:0042733~embryonic digit morphogenesis	5	0.9541984732824428	0.03328442569502378	2697, 7291, 652, 2737, 6926	366	56	16792	4.096409055425449	1.0	0.6217970233216122	44.45383757813954
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	9	1.717557251908397	0.034570936008819025	134, 7042, 1803, 4843, 100133941, 7049, 218, 768, 5328	366	172	16792	2.4006862371330535	1.0	0.6311816340477452	45.72388072198837
GOTERM_BP_DIRECT	GO:0016477~cell migration	9	1.717557251908397	0.034570936008819025	25805, 7042, 115908, 25794, 100133941, 1490, 7049, 8287, 340719	366	172	16792	2.4006862371330535	1.0	0.6311816340477452	45.72388072198837
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	7	1.3358778625954197	0.03684666920664153	6364, 7538, 7292, 4843, 5144, 7133, 27063	366	113	16792	2.8421103534987187	1.0	0.6503117038381397	47.90372342720326
GOTERM_BP_DIRECT	GO:0008544~epidermis development	6	1.1450381679389312	0.037734635301521685	10913, 25818, 5744, 1490, 3861, 57822	366	85	16792	3.238572806171649	1.0	0.6545476201245588	48.73167975105647
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	5	0.9541984732824428	0.03923480484843064	4212, 3625, 5468, 5727, 1116	366	59	16792	3.8881170695563583	1.0	0.6645185335107986	50.10235873990476
GOTERM_BP_DIRECT	GO:0002063~chondrocyte development	3	0.5725190839694656	0.041051666329773924	860, 8817, 4488	366	15	16792	9.175956284153006	1.0	0.676875684448045	51.71615856298708
GOTERM_BP_DIRECT	GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity	5	0.9541984732824428	0.04134441252941872	7291, 5087, 7292, 5727, 4092	366	60	16792	3.8233151183970855	1.0	0.6750452861537877	51.971538503273386
GOTERM_BP_DIRECT	GO:0016266~O-glycan processing	5	0.9541984732824428	0.04134441252941872	50614, 11227, 10071, 9245, 10164	366	60	16792	3.8233151183970855	1.0	0.6750452861537877	51.971538503273386
GOTERM_BP_DIRECT	GO:0050679~positive regulation of epithelial cell proliferation	5	0.9541984732824428	0.04134441252941872	7291, 2254, 652, 653, 8013	366	60	16792	3.8233151183970855	1.0	0.6750452861537877	51.971538503273386
GOTERM_BP_DIRECT	GO:0006955~immune response	16	3.0534351145038165	0.04206254626485985	3113, 3115, 2634, 7292, 10225, 1230, 9235, 7133, 10512, 1880, 6364, 6367, 7049, 11251, 10164, 3557	366	421	16792	1.7436496501953453	1.0	0.677043032247094	52.5926283808004
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	24	4.580152671755725	0.042556568959756916	7291, 7538, 4774, 221336, 2254, 652, 1045, 2100, 5071, 5468, 5727, 2737, 27063, 1906, 8204, 169792, 8013, 6928, 8325, 4212, 51339, 4092, 6926, 4488	366	720	16792	1.5293260473588344	1.0	0.6770271147187339	53.015488935813735
GOTERM_BP_DIRECT	GO:1904835~dorsal root ganglion morphogenesis	2	0.38167938931297707	0.043001871594758316	8828, 8829	366	2	16792	45.87978142076503	1.0	0.6765911978606426	53.39359892209588
GOTERM_BP_DIRECT	GO:0060279~positive regulation of ovulation	2	0.38167938931297707	0.043001871594758316	3625, 3624	366	2	16792	45.87978142076503	1.0	0.6765911978606426	53.39359892209588
GOTERM_BP_DIRECT	GO:0060900~embryonic camera-type eye formation	2	0.38167938931297707	0.043001871594758316	7291, 64220	366	2	16792	45.87978142076503	1.0	0.6765911978606426	53.39359892209588
GOTERM_BP_DIRECT	GO:0021649~vestibulocochlear nerve structural organization	2	0.38167938931297707	0.043001871594758316	8828, 8829	366	2	16792	45.87978142076503	1.0	0.6765911978606426	53.39359892209588
GOTERM_BP_DIRECT	GO:0032092~positive regulation of protein binding	5	0.9541984732824428	0.04351714095166029	25805, 115908, 51339, 652, 5071	366	61	16792	3.7606378213741825	1.0	0.676767350560282	53.82753895850404
GOTERM_BP_DIRECT	GO:0050896~response to stimulus	5	0.9541984732824428	0.045752946691485594	6337, 140469, 100507003, 83872, 123041	366	62	16792	3.6999823726423404	1.0	0.6912191064890093	55.66672203163241
GOTERM_BP_DIRECT	GO:0006367~transcription initiation from RNA polymerase II promoter	8	1.5267175572519083	0.04846631653781536	55534, 84441, 2908, 1490, 2100, 5468, 6910, 8013	366	152	16792	2.4147253379350015	1.0	0.7084102710021494	57.80603525221969
GOTERM_BP_DIRECT	GO:0001942~hair follicle development	4	0.7633587786259541	0.04909526717401585	7042, 10913, 55504, 3624	366	38	16792	4.829450675870003	1.0	0.7091007572545328	58.28783719330984
GOTERM_BP_DIRECT	GO:0018108~peptidyl-tyrosine phosphorylation	8	1.5267175572519083	0.049888873721151375	2248, 8817, 3595, 91461, 3084, 2254, 494551, 1950	366	153	16792	2.3989428193864066	1.0	0.7109946917034834	58.888375442608286
GOTERM_BP_DIRECT	GO:0009887~organ morphogenesis	6	1.1450381679389312	0.0501595745876845	3687, 126206, 8829, 1045, 5727, 6926	366	92	16792	2.9921596578759804	1.0	0.7090213125026097	59.091349777448386
GOTERM_BP_DIRECT	GO:0048663~neuron fate commitment	3	0.5725190839694656	0.05168705256059206	7042, 3084, 652	366	17	16792	8.096432015429121	1.0	0.7161404876822057	60.2190833885257
GOTERM_BP_DIRECT	GO:0071380~cellular response to prostaglandin E stimulus	3	0.5725190839694656	0.05168705256059206	5732, 7292, 5468	366	17	16792	8.096432015429121	1.0	0.7161404876822057	60.2190833885257
